id,price
15216,237220.03
15217,228189.69
15218,473433.22
15219,372581.4
15220,364961.66
15221,741963.56
15222,267337.03
15223,478376.2
15224,585938.75
15225,409166.25
15226,201546.34
15227,492680.16
15228,463713.78
15229,614867.8
15230,330373.84
15231,240668.16
15232,441165.44
15233,524365.75
15234,1446750.6
15235,434088.1
15236,393272.25
15237,280403.6
15238,566010.25
15239,591448.5
15240,421574.06
15241,354355.22
15242,527774.8
15243,315630.28
15244,669565.9
15245,498646.06
15246,597293.7
15247,335649.44
15248,618676.4
15249,335156.84
15250,1754792.2
15251,388558.53
15252,659656.9
15253,406652.12
15254,411777.25
15255,336004.3
15256,320285.7
15257,358125.25
15258,606490.25
15259,222075.12
15260,503050.38
15261,267738.9
15262,463990.28
15263,342116.8
15264,496174.6
15265,935347.5
15266,413830.3
15267,449473.78
15268,432593.72
15269,507630.66
15270,818543.0
15271,963899.94
15272,283820.16
15273,261970.31
15274,591483.5
15275,351963.62
15276,510054.56
15277,297674.22
15278,1164758.4
15279,280924.22
15280,573337.94
15281,999949.7
15282,437616.22
15283,248001.06
15284,1038269.0
15285,923212.56
15286,479928.9
15287,634076.7
15288,725394.2
15289,727353.94
15290,374611.5
15291,486591.2
15292,529213.25
15293,518150.47
15294,783482.25
15295,385396.53
15296,205355.55
15297,215028.17
15298,793411.94
15299,406691.25
15300,280543.53
15301,427988.72
15302,191972.17
15303,505497.28
15304,772567.8
15305,249380.92
15306,518857.12
15307,639062.06
15308,542575.5
15309,301441.75
15310,388628.56
15311,546057.56
15312,482746.94
15313,1756007.5
15314,236530.1
15315,1286357.0
15316,330969.56
15317,517375.72
15318,528664.44
15319,1377442.9
15320,584192.4
15321,226294.98
15322,723681.4
15323,297344.53
15324,371546.0
15325,367016.4
15326,659831.1
15327,274010.5
15328,708298.0
15329,511968.34
15330,797916.2
15331,440447.4
15332,510938.72
15333,455051.9
15334,302342.9
15335,538900.2
15336,383294.1
15337,172014.34
15338,579810.9
15339,338240.38
15340,357953.5
15341,340045.4
15342,215085.62
15343,275775.88
15344,785237.8
15345,209621.42
15346,423946.3
15347,422057.2
15348,1410897.6
15349,282078.88
15350,409375.84
15351,416050.66
15352,1405293.9
15353,285784.44
15354,295615.0
15355,614116.56
15356,792430.4
15357,752112.06
15358,917061.2
15359,373506.75
15360,521072.16
15361,246634.73
15362,508470.34
15363,502872.44
15364,549055.44
15365,410985.94
15366,581565.9
15367,457701.6
15368,475870.4
15369,434237.6
15370,447028.62
15371,336148.53
15372,207488.48
15373,352926.28
15374,398983.0
15375,915093.0
15376,411553.88
15377,476750.72
15378,614611.6
15379,309267.25
15380,422121.97
15381,841979.4
15382,641266.0
15383,582616.1
15384,324720.94
15385,1797487.4
15386,446238.47
15387,589129.2
15388,432659.75
15389,349898.38
15390,401763.44
15391,292758.34
15392,272765.3
15393,342950.8
15394,433287.78
15395,250121.89
15396,261634.5
15397,526442.7
15398,222322.83
15399,549746.06
15400,760894.25
15401,405318.66
15402,847406.44
15403,271849.1
15404,538672.56
15405,372224.8
15406,891313.8
15407,353418.03
15408,497302.97
15409,688338.94
15410,289222.97
15411,483605.88
15412,295396.3
15413,250947.39
15414,354113.72
15415,567199.56
15416,1411749.6
15417,478854.97
15418,400333.03
15419,473912.53
15420,583448.5
15421,609758.9
15422,817478.06
15423,426396.2
15424,445301.1
15425,1462880.6
15426,320874.2
15427,697842.44
15428,662625.3
15429,771722.4
15430,443030.25
15431,319406.25
15432,232023.14
15433,487206.88
15434,336838.78
15435,746959.0
15436,463284.62
15437,1186285.6
15438,614803.9
15439,556743.75
15440,658391.06
15441,694412.1
15442,506546.84
15443,326190.62
15444,448581.84
15445,471804.34
15446,459326.03
15447,373348.22
15448,244222.53
15449,220326.75
15450,296836.84
15451,547266.56
15452,284038.12
15453,584163.4
15454,815683.0
15455,1534747.5
15456,447297.72
15457,479078.34
15458,336188.62
15459,899626.5
15460,588592.9
15461,409583.62
15462,510142.1
15463,186764.5
15464,265829.94
15465,688150.56
15466,198419.97
15467,469884.28
15468,367815.3
15469,248987.16
15470,521691.7
15471,596728.9
15472,343301.56
15473,569888.4
15474,700124.2
15475,693413.56
15476,593367.1
15477,582550.6
15478,390924.3
15479,280450.44
15480,366167.9
15481,191737.08
15482,1329863.5
15483,274848.53
15484,610262.06
15485,239802.36
15486,485909.97
15487,493246.2
15488,252654.28
15489,308345.2
15490,348001.2
15491,283884.06
15492,240775.14
15493,332251.3
15494,271243.38
15495,325092.16
15496,555865.7
15497,783668.25
15498,567189.3
15499,702001.6
15500,226213.0
15501,541444.0
15502,350071.94
15503,922518.1
15504,561738.3
15505,213599.94
15506,484889.7
15507,554797.5
15508,520827.25
15509,215041.72
15510,478215.56
15511,1225213.0
15512,205432.14
15513,255477.48
15514,494331.22
15515,1144824.4
15516,351316.06
15517,364307.94
15518,454897.88
15519,370002.22
15520,483732.72
15521,483761.25
15522,613621.25
15523,714001.6
15524,373990.78
15525,641573.0
15526,280720.7
15527,1865310.5
15528,298853.84
15529,362945.75
15530,242691.11
15531,816350.7
15532,364693.72
15533,659170.75
15534,734136.75
15535,553252.0
15536,489040.06
15537,1065691.2
15538,391879.53
15539,606459.06
15540,513522.84
15541,547676.94
15542,243272.28
15543,265450.7
15544,1226247.5
15545,2140325.5
15546,304845.56
15547,330234.0
15548,372753.06
15549,665120.5
15550,556557.94
15551,680438.94
15552,466487.78
15553,313466.84
15554,637221.1
15555,335204.8
15556,410933.06
15557,692232.8
15558,854117.06
15559,366556.1
15560,509895.5
15561,982250.56
15562,276790.8
15563,333410.5
15564,294951.53
15565,206897.7
15566,890249.3
15567,252785.64
15568,226429.25
15569,409048.84
15570,652619.2
15571,271521.3
15572,638573.44
15573,263889.56
15574,399672.7
15575,241719.34
15576,478076.06
15577,401755.78
15578,721694.3
15579,336885.38
15580,667038.2
15581,406593.9
15582,1606572.6
15583,363596.03
15584,717545.8
15585,216493.84
15586,753379.75
15587,340866.88
15588,231612.6
15589,427082.38
15590,918050.06
15591,326655.06
15592,1436026.0
15593,258884.45
15594,263171.53
15595,360080.06
15596,187548.05
15597,398262.25
15598,295329.84
15599,465701.88
15600,264908.72
15601,280193.78
15602,391505.97
15603,375869.38
15604,585268.6
15605,642496.44
15606,853227.3
15607,1197017.0
15608,220648.27
15609,1177437.8
15610,532297.4
15611,778346.5
15612,379162.2
15613,311369.3
15614,588930.94
15615,406213.34
15616,274981.97
15617,711907.5
15618,587150.4
15619,409746.9
15620,319007.5
15621,729259.2
15622,171850.88
15623,151706.17
15624,369515.22
15625,556217.8
15626,938642.1
15627,489742.03
15628,659785.8
15629,249940.92
15630,237972.5
15631,329819.47
15632,271585.03
15633,563638.0
15634,1310027.9
15635,486749.9
15636,311933.16
15637,299154.38
15638,726497.8
15639,737266.7
15640,466206.22
15641,355969.5
15642,1548917.8
15643,562567.2
15644,246899.73
15645,628447.3
15646,244415.92
15647,780660.7
15648,283483.38
15649,391646.4
15650,235552.48
15651,615372.3
15652,719951.06
15653,214746.0
15654,297213.53
15655,551271.2
15656,247880.27
15657,360200.94
15658,252833.12
15659,244925.06
15660,1026353.8
15661,281926.38
15662,528369.56
15663,1041887.5
15664,406233.47
15665,527382.9
15666,277369.75
15667,318792.75
15668,204043.3
15669,486967.2
15670,255443.16
15671,2615670.2
15672,461462.1
15673,254772.14
15674,192675.03
15675,678389.5
15676,436083.5
15677,653363.4
15678,413345.16
15679,370874.44
15680,303466.6
15681,1076368.0
15682,646100.2
15683,1582431.4
15684,482830.72
15685,342375.3
15686,291282.1
15687,214679.44
15688,448896.38
15689,351862.62
15690,260312.92
15691,269379.8
15692,231090.77
15693,990919.8
15694,589677.25
15695,392817.22
15696,896911.75
15697,355108.62
15698,1014208.9
15699,563580.5
15700,413378.28
15701,269659.75
15702,475989.28
15703,451421.97
15704,624483.9
15705,482653.97
15706,510358.2
15707,305155.62
15708,403875.56
15709,358664.28
15710,136513.23
15711,3037368.8
15712,1066823.0
15713,230714.44
15714,1233136.1
15715,715805.0
15716,439560.34
15717,440878.6
15718,768088.7
15719,948491.0
15720,313847.06
15721,382541.4
15722,514802.62
15723,294947.03
15724,389248.0
15725,347529.25
15726,497599.06
15727,811199.1
15728,292614.9
15729,288734.6
15730,583724.0
15731,750239.4
15732,594750.6
15733,497545.44
15734,381136.9
15735,596896.2
15736,548467.25
15737,576589.0
15738,433750.84
15739,496318.03
15740,821317.3
15741,644985.8
15742,442274.6
15743,588392.0
15744,432435.72
15745,271762.5
15746,765707.3
15747,577605.5
15748,758269.8
15749,810186.4
15750,483468.44
15751,669448.44
15752,603365.75
15753,363232.78
15754,233202.19
15755,556768.1
15756,359814.38
15757,340205.7
15758,586868.8
15759,397106.97
15760,442792.88
15761,600739.56
15762,308045.1
15763,1662537.1
15764,345901.44
15765,443198.03
15766,303732.38
15767,492936.78
15768,492559.88
15769,636949.5
15770,410877.38
15771,550891.2
15772,449111.72
15773,1069189.0
15774,278556.03
15775,867762.75
15776,578571.94
15777,1032079.2
15778,258669.0
15779,224389.44
15780,695932.94
15781,492722.94
15782,1376442.2
15783,205896.61
15784,809654.94
15785,242970.4
15786,706144.44
15787,350952.44
15788,338367.2
15789,321719.0
15790,658155.6
15791,403190.94
15792,379550.34
15793,393066.06
15794,342378.56
15795,194228.61
15796,409635.6
15797,862096.0
15798,817673.0
15799,647728.9
15800,314721.34
15801,564793.75
15802,587284.8
15803,346443.16
15804,342250.25
15805,433617.25
15806,260684.08
15807,706721.8
15808,334513.4
15809,843963.4
15810,459590.3
15811,190530.2
15812,589922.0
15813,253864.56
15814,362972.06
15815,606104.06
15816,396660.78
15817,399724.9
15818,529246.06
15819,247150.39
15820,414101.12
15821,485105.25
15822,239425.8
15823,961379.94
15824,659868.9
15825,517197.7
15826,202493.66
15827,915513.75
15828,1284155.5
15829,594321.4
15830,406041.34
15831,580905.7
15832,490853.03
15833,554577.94
15834,795164.75
15835,492540.62
15836,606026.56
15837,563212.44
15838,520162.1
15839,210386.47
15840,713584.4
15841,534185.0
15842,526603.4
15843,643258.5
15844,309747.78
15845,850560.1
15846,216236.34
15847,1026471.4
15848,376477.1
15849,307868.6
15850,635375.75
15851,434322.88
15852,784175.2
15853,334307.06
15854,995004.9
15855,501817.56
15856,323736.12
15857,615884.3
15858,548013.44
15859,312119.12
15860,430960.22
15861,634003.0
15862,362503.66
15863,200832.6
15864,686695.8
15865,253949.83
15866,332000.78
15867,275452.56
15868,589454.6
15869,855571.44
15870,524937.7
15871,201614.22
15872,415304.22
15873,584670.0
15874,270517.72
15875,786163.2
15876,938892.0
15877,377847.84
15878,262393.12
15879,501179.53
15880,463565.22
15881,706904.5
15882,352756.34
15883,188879.17
15884,1494069.6
15885,338584.75
15886,303454.47
15887,356493.06
15888,416712.62
15889,472707.78
15890,592413.25
15891,371957.94
15892,261647.0
15893,511625.7
15894,485084.88
15895,505141.1
15896,346600.8
15897,596389.8
15898,280766.75
15899,548681.2
15900,253356.92
15901,645902.4
15902,327063.12
15903,447577.62
15904,177292.47
15905,1337729.6
15906,1243905.8
15907,612341.6
15908,362201.28
15909,853159.75
15910,758153.4
15911,335961.38
15912,524815.0
15913,125485.26
15914,1200942.4
15915,453884.28
15916,267672.5
15917,220660.69
15918,246842.03
15919,486782.38
15920,596543.4
15921,549361.4
15922,419659.84
15923,531372.25
15924,449515.8
15925,633366.56
15926,511586.2
15927,513177.7
15928,286901.6
15929,546187.8
15930,223182.12
15931,362649.94
15932,336966.7
15933,559460.3
15934,286667.22
15935,792540.8
15936,667274.25
15937,474796.44
15938,494915.2
15939,638200.9
15940,466091.56
15941,476589.28
15942,272090.84
15943,182549.67
15944,438342.6
15945,249826.55
15946,548520.06
15947,339600.12
15948,1084334.2
15949,1657999.4
15950,393429.8
15951,275782.97
15952,726518.6
15953,753684.5
15954,987282.56
15955,636355.1
15956,586432.94
15957,574639.2
15958,992305.2
15959,274002.9
15960,379286.56
15961,674539.44
15962,249814.16
15963,201661.53
15964,480770.44
15965,368815.0
15966,275743.5
15967,484800.44
15968,1112976.2
15969,626535.94
15970,527271.75
15971,302000.53
15972,355117.44
15973,241688.7
15974,573460.94
15975,648206.56
15976,810275.94
15977,390088.62
15978,885928.25
15979,209566.25
15980,268709.66
15981,707041.4
15982,517785.94
15983,547836.3
15984,158825.61
15985,1212007.5
15986,402222.72
15987,2647409.2
15988,318579.1
15989,175877.38
15990,451614.47
15991,294415.62
15992,440444.03
15993,537446.7
15994,146735.53
15995,503594.72
15996,492443.44
15997,361891.94
15998,160462.72
15999,214155.14
16000,370411.75
16001,265557.53
16002,439130.88
16003,699646.3
16004,785614.56
16005,732006.6
16006,276076.12
16007,762706.9
16008,542011.75
16009,369944.7
16010,456665.22
16011,1328134.8
16012,294296.3
16013,509558.16
16014,283980.44
16015,1068616.1
16016,596277.2
16017,1008035.56
16018,495576.34
16019,201521.36
16020,752392.5
16021,453826.28
16022,444550.47
16023,617488.06
16024,585098.44
16025,350645.0
16026,444686.56
16027,1465047.4
16028,285737.28
16029,2098867.8
16030,719565.3
16031,274068.78
16032,204263.7
16033,513989.75
16034,589469.75
16035,445381.38
16036,292219.75
16037,515710.72
16038,293388.06
16039,301503.56
16040,822972.44
16041,975592.25
16042,371292.72
16043,564152.6
16044,242192.84
16045,471131.25
16046,277307.6
16047,515666.94
16048,432748.03
16049,368116.4
16050,256210.92
16051,831155.7
16052,527203.9
16053,207497.6
16054,537280.7
16055,467937.66
16056,377593.56
16057,271877.1
16058,1234617.6
16059,164993.81
16060,284311.06
16061,404014.6
16062,475491.12
16063,870084.7
16064,817252.8
16065,579300.2
16066,255987.47
16067,386506.66
16068,893098.06
16069,298766.9
16070,706963.2
16071,196997.38
16072,623736.3
16073,498867.7
16074,244363.48
16075,603647.25
16076,219735.22
16077,535557.2
16078,710317.8
16079,917477.6
16080,185113.45
16081,760106.56
16082,374007.9
16083,660631.44
16084,459891.47
16085,578492.5
16086,298655.5
16087,568281.4
16088,519753.53
16089,448208.06
16090,378043.94
16091,572289.1
16092,390439.25
16093,276539.88
16094,638558.25
16095,420255.4
16096,668673.8
16097,552277.3
16098,319426.66
16099,232978.98
16100,577599.44
16101,899642.75
16102,320516.97
16103,720332.2
16104,377701.25
16105,2149899.2
16106,425346.72
16107,2511515.2
16108,385990.22
16109,722312.0
16110,584356.75
16111,1666046.5
16112,378113.53
16113,1218881.2
16114,805788.06
16115,262068.53
16116,689003.6
16117,221316.94
16118,593965.56
16119,496598.3
16120,653699.94
16121,207825.17
16122,274202.38
16123,127622.39
16124,753692.3
16125,275272.44
16126,2663492.8
16127,524760.5
16128,399801.56
16129,347631.66
16130,294936.34
16131,783569.56
16132,848901.2
16133,813272.0
16134,420932.06
16135,587566.56
16136,333136.5
16137,698941.4
16138,365521.75
16139,272766.3
16140,252479.64
16141,1035272.2
16142,988775.0
16143,204391.75
16144,197595.89
16145,499943.12
16146,201676.7
16147,218685.75
16148,632857.56
16149,687372.6
16150,387382.34
16151,905835.3
16152,431123.8
16153,475740.62
16154,362656.16
16155,567241.25
16156,281877.47
16157,615294.9
16158,439951.22
16159,466835.38
16160,358166.25
16161,497341.9
16162,565775.5
16163,220968.97
16164,739844.6
16165,584308.8
16166,371898.72
16167,286468.22
16168,269460.78
16169,291254.6
16170,790400.9
16171,253693.22
16172,932927.06
16173,329348.94
16174,205037.75
16175,311397.56
16176,262949.25
16177,634993.5
16178,413721.4
16179,435935.03
16180,354829.0
16181,895388.75
16182,1069820.4
16183,313244.22
16184,280033.5
16185,250944.05
16186,344402.4
16187,206149.64
16188,713515.6
16189,338846.7
16190,314086.6
16191,665253.0
16192,733297.8
16193,637481.25
16194,347835.28
16195,462550.84
16196,171180.06
16197,645502.1
16198,241143.48
16199,260106.95
16200,195131.48
16201,1196538.9
16202,531173.56
16203,568988.0
16204,326337.47
16205,259313.4
16206,433442.8
16207,353402.53
16208,639712.06
16209,417750.38
16210,329269.78
16211,271041.44
16212,3973193.5
16213,306452.84
16214,474852.16
16215,385618.6
16216,234368.89
16217,515160.2
16218,430397.53
16219,632145.9
16220,782384.6
16221,253146.06
16222,1046784.56
16223,295071.4
16224,455139.12
16225,569674.8
16226,646910.3
16227,483474.38
16228,785699.25
16229,532079.56
16230,420625.5
16231,292528.7
16232,562225.56
16233,249468.0
16234,1595647.4
16235,374863.12
16236,576345.94
16237,635832.8
16238,658990.4
16239,847151.1
16240,415359.7
16241,723655.8
16242,705474.06
16243,293242.62
16244,271011.44
16245,593264.1
16246,236165.86
16247,213546.78
16248,684472.2
16249,279719.62
16250,498146.06
16251,341626.8
16252,1123884.4
16253,172834.7
16254,327508.2
16255,488282.78
16256,1110487.9
16257,474100.6
16258,371759.75
16259,419289.03
16260,541880.5
16261,331677.66
16262,602195.94
16263,346140.0
16264,299400.7
16265,388516.3
16266,514104.47
16267,684605.94
16268,625593.2
16269,478574.66
16270,850588.44
16271,471186.5
16272,512277.5
16273,580221.9
16274,392003.62
16275,203513.73
16276,209705.19
16277,380357.7
16278,587106.7
16279,798033.4
16280,198771.48
16281,869702.3
16282,277958.94
16283,394051.62
16284,533477.4
16285,1195513.4
16286,518739.34
16287,777164.1
16288,1765225.8
16289,267062.3
16290,1605474.5
16291,311449.8
16292,452471.06
16293,234290.48
16294,1794806.5
16295,431034.62
16296,379932.75
16297,246182.61
16298,596936.6
16299,815462.1
16300,773434.0
16301,1276781.0
16302,479292.7
16303,497492.28
16304,1086180.8
16305,814148.1
16306,345221.22
16307,1183045.4
16308,413293.53
16309,303062.28
16310,278503.44
16311,642362.25
16312,404527.78
16313,231638.44
16314,430102.9
16315,489222.47
16316,491557.53
16317,417497.84
16318,326949.6
16319,353516.12
16320,930213.8
16321,249108.52
16322,199959.98
16323,434332.8
16324,494306.66
16325,632431.7
16326,620983.56
16327,412369.9
16328,223512.28
16329,261189.02
16330,397297.94
16331,817579.4
16332,298395.9
16333,1148064.0
16334,379745.9
16335,467991.22
16336,853289.9
16337,597684.0
16338,853948.44
16339,273434.62
16340,246936.45
16341,836940.56
16342,1237178.8
16343,435853.97
16344,464214.22
16345,839463.44
16346,298133.34
16347,390149.28
16348,677317.7
16349,596087.9
16350,2579006.0
16351,325165.03
16352,455297.56
16353,553526.44
16354,308622.3
16355,411272.97
16356,361894.3
16357,687534.0
16358,680821.25
16359,733809.9
16360,1056443.4
16361,612465.4
16362,767009.75
16363,212281.77
16364,519748.03
16365,1118581.9
16366,232568.75
16367,305890.2
16368,352947.5
16369,335636.3
16370,636049.9
16371,689467.6
16372,420694.1
16373,263004.9
16374,530508.9
16375,353347.6
16376,578064.0
16377,399909.8
16378,607167.4
16379,1587151.5
16380,235327.94
16381,356345.84
16382,219105.34
16383,529530.8
16384,421891.78
16385,865488.25
16386,286526.16
16387,584399.6
16388,422851.66
16389,309639.97
16390,453148.62
16391,335937.7
16392,653059.4
16393,832778.2
16394,756726.7
16395,251442.83
16396,394570.56
16397,345315.72
16398,185738.38
16399,658215.3
16400,254673.5
16401,2714060.0
16402,640647.44
16403,353127.97
16404,462938.3
16405,372589.9
16406,576636.25
16407,762124.5
16408,197478.14
16409,486883.12
16410,485850.66
16411,573358.2
16412,615411.0
16413,367878.47
16414,361992.38
16415,812949.44
16416,348117.0
16417,542705.94
16418,164033.8
16419,246753.31
16420,334673.94
16421,863779.7
16422,247741.05
16423,381056.25
16424,345008.28
16425,312671.78
16426,487171.56
16427,656038.9
16428,555580.5
16429,266199.06
16430,726789.5
16431,431368.12
16432,1490810.2
16433,751032.6
16434,868579.1
16435,952104.4
16436,779235.5
16437,322508.47
16438,660307.06
16439,608854.1
16440,616700.06
16441,601227.3
16442,852679.8
16443,405551.44
16444,410819.03
16445,701566.56
16446,579836.3
16447,330382.7
16448,679258.3
16449,292974.28
16450,820533.56
16451,656082.0
16452,520584.44
16453,807314.9
16454,824314.8
16455,576964.1
16456,397816.62
16457,402472.9
16458,628903.56
16459,1187796.9
16460,610536.25
16461,440930.72
16462,406281.12
16463,281140.78
16464,454697.94
16465,323748.2
16466,449074.9
16467,231230.33
16468,667418.7
16469,682376.75
16470,1131857.0
16471,799252.75
16472,257585.12
16473,665395.1
16474,415028.66
16475,473522.2
16476,576908.56
16477,487875.5
16478,383904.28
16479,1654953.5
16480,317538.12
16481,342685.66
16482,1668830.9
16483,402542.78
16484,1147940.1
16485,630756.56
16486,373429.1
16487,408228.5
16488,434049.6
16489,750172.9
16490,483533.9
16491,694077.1
16492,547764.2
16493,304697.9
16494,515068.25
16495,711696.4
16496,402053.6
16497,626969.3
16498,329079.6
16499,709926.4
16500,454478.97
16501,221371.2
16502,928127.9
16503,375353.56
16504,262054.02
16505,340056.8
16506,201643.05
16507,353194.3
16508,190328.08
16509,315798.6
16510,241818.25
16511,302663.97
16512,602496.4
16513,770330.5
16514,727729.3
16515,228415.05
16516,389915.3
16517,579799.9
16518,804368.44
16519,761060.44
16520,197534.66
16521,946579.75
16522,211104.78
16523,256620.78
16524,654818.7
16525,879272.94
16526,187330.69
16527,848573.4
16528,626154.8
16529,426286.03
16530,874307.7
16531,348784.97
16532,596796.0
16533,411865.22
16534,749575.0
16535,209869.05
16536,247484.83
16537,434712.0
16538,860944.9
16539,627697.4
16540,212695.56
16541,261467.64
16542,386206.38
16543,401853.12
16544,295802.84
16545,295253.8
16546,302828.56
16547,320576.88
16548,562245.94
16549,386685.8
16550,317144.97
16551,320713.88
16552,728070.2
16553,141352.84
16554,422095.84
16555,292512.8
16556,586483.3
16557,323952.94
16558,723657.94
16559,247089.58
16560,645623.44
16561,427866.7
16562,453711.6
16563,381470.72
16564,549935.4
16565,473964.03
16566,353080.47
16567,616998.9
16568,403932.22
16569,327973.6
16570,366248.94
16571,173321.64
16572,849430.0
16573,277075.25
16574,655141.0
16575,717077.9
16576,334077.0
16577,461563.38
16578,304467.88
16579,481675.88
16580,511675.97
16581,263221.47
16582,469192.44
16583,572089.4
16584,369545.2
16585,603268.56
16586,186776.61
16587,792235.44
16588,368472.9
16589,613228.1
16590,277117.03
16591,520196.78
16592,277864.88
16593,293148.97
16594,485066.34
16595,704399.06
16596,744725.56
16597,273627.7
16598,382058.72
16599,765501.44
16600,283528.25
16601,903578.3
16602,152592.6
16603,264323.03
16604,476975.38
16605,262930.2
16606,813168.9
16607,297112.97
16608,436956.06
16609,595261.3
16610,280048.47
16611,369522.25
16612,896251.7
16613,627713.56
16614,858892.2
16615,388034.9
16616,364476.8
16617,503897.38
16618,303325.12
16619,275565.03
16620,583619.4
16621,266440.34
16622,394146.38
16623,402874.2
16624,637300.1
16625,376793.9
16626,655771.7
16627,213118.31
16628,500524.16
16629,645719.5
16630,724254.4
16631,498442.5
16632,406016.97
16633,257335.4
16634,495000.12
16635,227249.36
16636,204048.16
16637,232504.45
16638,470547.97
16639,288717.5
16640,300769.8
16641,1772697.5
16642,713357.8
16643,537638.4
16644,656020.06
16645,449570.28
16646,214698.89
16647,616004.7
16648,449845.6
16649,516382.97
16650,262067.77
16651,320019.4
16652,519475.5
16653,355401.7
16654,494507.53
16655,492053.25
16656,558172.75
16657,731763.0
16658,452070.78
16659,552054.56
16660,351222.97
16661,241466.12
16662,836189.8
16663,343356.94
16664,547889.06
16665,1367950.5
16666,416932.47
16667,525968.5
16668,182686.03
16669,227371.81
16670,274355.4
16671,633497.7
16672,963329.25
16673,385734.8
16674,245297.22
16675,328527.06
16676,526952.0
16677,252202.42
16678,829371.7
16679,288982.5
16680,273013.8
16681,526352.3
16682,502515.75
16683,297168.5
16684,260407.3
16685,380240.9
16686,378020.5
16687,1991744.4
16688,538870.4
16689,508323.9
16690,404738.06
16691,1332618.6
16692,264898.12
16693,550834.5
16694,274159.47
16695,295238.6
16696,1767762.8
16697,980947.44
16698,716268.6
16699,265181.47
16700,401535.53
16701,628097.44
16702,570242.3
16703,425602.78
16704,386536.12
16705,648690.75
16706,570122.1
16707,485273.66
16708,405344.16
16709,581738.94
16710,459573.2
16711,474297.28
16712,316792.22
16713,448917.75
16714,802488.06
16715,231988.17
16716,916858.4
16717,577563.6
16718,802865.5
16719,493466.38
16720,231543.67
16721,173095.17
16722,508962.25
16723,384635.72
16724,1426763.9
16725,463279.72
16726,209685.4
16727,3287817.0
16728,338346.5
16729,343958.66
16730,437350.84
16731,503209.7
16732,439564.94
16733,241956.2
16734,880179.8
16735,497253.2
16736,798641.75
16737,482492.44
16738,218704.33
16739,560255.9
16740,445927.94
16741,213163.03
16742,730408.25
16743,320114.06
16744,586980.75
16745,548720.0
16746,790485.25
16747,328368.84
16748,1316554.2
16749,384254.06
16750,474233.06
16751,372082.5
16752,308419.28
16753,749024.06
16754,319686.62
16755,816745.6
16756,741769.0
16757,342503.97
16758,275461.53
16759,324814.5
16760,618428.6
16761,448269.62
16762,585796.25
16763,391203.7
16764,321243.75
16765,344847.06
16766,452933.44
16767,593658.06
16768,417083.6
16769,462002.03
